ID,g_snps,i_snps,g_td,i_td
31212,4689,5084,-0.923016715049692,-1.0930345653417
31213,6999,5332,-0.980832698106483,-1.107885861049
31214,3100,11070,-0.752949829050555,-1.41330293896317
31215,17713,8886,-1.45271350922459,-1.379262656
31216,10106,8150,-1.1304159545566,-1.23493812320814
31217,26688,12560,-1.37174694282329,-1.34949511832659
31218,9531,7731,-1.18802007466063,-1.36243732675768
31219,6878,10130,-0.978875981266361,-1.29787970112314
3122,19579,10270,-1.59023911342444,-1.5300383193788
31220,24973,2912,-1.45974206120113,-0.835466311680086
31221,4248,8074,-0.917231103040609,-1.37324175771858
31222,12323,5464,-1.29976905333468,-1.16009832770515
31223,26369,16213,-1.58304971690763,-1.59038099102564
31224,9011,971,-1.16085188560133,-0.789820254248366
31225,22027,9986,-1.37505722624347,-1.25783138579555
31226,8903,6832,-1.05050233911607,-1.16276206730743
31227,17784,15451,-1.42225199316446,-1.56594351774629
31228,5887,8885,-0.980340017157658,-1.35321625553972
31229,11133,2428,-1.11073170838157,-0.825161279951324
3123,17567,17616,-1.36852771732315,-1.55988769207153
31230,14874,2388,-1.2945450879596,-0.810686351083033
31231,22566,11236,-1.52410434691844,-1.41847948836707
31232,5470,3507,-0.815516425300497,-0.83182906795949
31233,13616,1496,-1.30289991947197,-0.853793171446701
31234,12069,2801,-1.25669409683997,-0.862762557829268
31235,21622,6518,-1.34895834141271,-1.01525162970548
31236,27970,11095,-1.73346900522088,-1.54015558299595
31237,17000,8418,-1.40294601250503,-1.21232550525676
31238,12397,9925,-1.2255148835772,-1.40334597536849
31239,21397,11166,-1.42758943626608,-1.41667098873144
3124,10995,4697,-1.2849255145624,-1.12490320438115
31240,13996,10566,-1.38994011811419,-1.53428072734639
31241,24415,3514,-1.59534688482121,-0.939438019182729
31242,25810,13379,-1.5961474441141,-1.54897968350877
31243,11121,7344,-1.02598368871909,-1.08722211891452
31244,10251,5851,-1.08776681671294,-1.11414635468729
31245,14165,10175,-1.30925834770347,-1.38471166486487
31246,4432,11480,-0.870881791767089,-1.43388288216949
31247,5323,404,-0.386252078151549,-0.287686895257491
31248,2254,15140,-0.793999550469667,-1.56043974
31249,20487,6397,-1.4966382773403,-1.18166566411241
3125,6177,826,-0.76689909060793,-0.635370936365159
31250,8649,11458,-0.967632695988299,-1.40119795683784
31251,24452,3080,-1.62952410990737,-0.953137930677966
31252,22224,3950,-1.19570718083266,-0.705906872774436
31253,1747,6805,-0.669211204446461,-1.10402177
31254,22974,6724,-1.47294730905663,-1.19441336448087
31255,23922,4382,-1.38413110014068,-0.941876387682571
31256,15266,1069,-1.11577238192099,-0.621054650834879
31257,21527,4185,-1.32504856430342,-0.840918723573529
31258,21372,1304,-1.43026998665856,-0.797499996576577
31259,2806,9975,-0.732819470006623,-1.25155011261549
3126,2872,10255,-0.838645415917371,-1.48138778150442
31260,15835,13375,-1.28453680954106,-1.41729200352227
31261,12684,10062,-1.18445791479612,-1.33544872527346
31262,7960,2459,-1.11914987134987,-0.902592659671835
31263,23974,7191,-1.60293436355966,-1.29063654949728
31264,19015,1508,-1.43553951429067,-0.825721992896936
31265,8623,11292,-1.05560243780297,-1.46809851143725
31266,24956,6707,-1.39306463780233,-1.08256088818678
31267,10726,2984,-1.09786844354279,-0.833149269138606
31268,23890,11040,-1.33784763828043,-1.0480650226475
31269,24026,8918,-1.58385007898755,-1.34494774421124
3127,11355,8440,-1.07275158784123,-1.14142234771467
31270,8179,928,-1.06940763326582,-0.766513532090762
31271,21958,15593,-1.47874846568903,-1.56334391972335
31272,26939,4851,-1.25117977294205,-0.823040083106734
31273,27329,6869,-1.48598298908755,-1.15470474076923
31274,16978,4988,-1.42362748088164,-1.08446271621813
31275,8922,3338,-1.1667305678365,-0.998616861102719
31276,18397,8299,-1.21123145165259,-1.23718748651894
31277,19816,7765,-1.40964840682603,-1.17673675813985
31278,40607,2548,-1.40682410206202,-0.6989888147543
31279,14952,11008,-1.37812830898107,-1.51815172321188
3128,10057,1550,-1.02175186697285,-0.696197307034179
31280,3619,13871,-0.835979033614115,-1.52415976773098
31281,22669,3405,-1.51031449593398,-0.890272328006255
3129,6370,8885,-0.99997880277568,-1.37311099844368
3130,7961,14441,-0.977144869543122,-1.5275961082861
3131,2938,3452,-0.625906377588818,-0.737138543800905
3132,8972,8599,-1.0523695860571,-1.28454280962085
3133,9362,16546,-1.00706705302277,-1.48526915802969
3134,24874,11285,-1.36454069660241,-1.30078148017544
3135,6529,10495,-0.967194226075488,-1.3693087112238
3136,8581,5905,-1.11997574681613,-1.17371444510609
3137,19324,9839,-1.25542637036992,-1.28012050114344
3138,8579,3419,-1.1062383869549,-0.955590315704698
3139,3467,12029,-0.73963315113732,-1.39390084694708
3140,17539,8364,-1.21172942758343,-1.02303242865968
3141,730,1941,-0.468675592320262,-0.386837726345609
3142,29016,17669,-1.39128068135798,-1.41577398213225
3143,18882,15549,-1.34727698734218,-1.4991489512753
3144,17971,9580,-1.19138153633186,-1.08734491609852
3145,12666,5151,-1.23325663008488,-1.03973410023743
3146,17467,9708,-1.40603814686495,-1.38868996794872
3147,8213,9808,-1.11425485967391,-1.40788755872801
3148,8594,8568,-1.04545255026403,-1.2877889085633
3149,11859,7918,-1.19951544310554,-1.23494550802302
3150,34953,17071,-1.26171854389157,-1.19596242123954
31501,6692,551,-0.849009918225108,-0.685798668834688
31502,13306,2641,-1.326440616,-0.895534744386401
31503,15690,4980,-1.23376552320884,-1.01008344870514
31504,13327,12940,-1.24757482711214,-1.45904643178138
31505,14539,8807,-1.30437222409347,-1.25404978945909
31506,15537,12309,-1.41009729950965,-1.50769987051282
31507,11407,10194,-1.04771167740381,-1.22874506513514
31508,5467,7318,-0.920633228217019,-1.25563654488119
31509,21480,10298,-1.34801373632383,-1.26524960604588
3151,14956,11674,-1.22146838154249,-1.322192815
31510,2724,10201,-0.790232585275908,-1.39195411697342
31511,14958,11640,-1.35410980572636,-1.46974914574899
31512,19842,4797,-1.3796460194612,-0.975613211843972
31513,18668,6893,-1.31964407721687,-1.08876733111187
31514,14522,9383,-1.16862428929175,-1.21842055699324
31515,1539,10265,-0.806332101699029,-1.46535651694045
31516,2338,710,-0.44428887355234,-0.436486566263538
31517,16764,9315,-1.23464350824759,-1.25968111089926
31518,20536,4608,-1.36183195339767,-0.907428105858369
31519,13605,9465,-1.04523249116391,-1.13739338471216
3152,20947,5745,-1.43028981326367,-1.10735202027778
31520,20160,3352,-1.57079808846463,-0.994430466885759
31521,22190,2603,-1.52376034247485,-0.890895207628677
31522,19649,14212,-1.54668261615106,-1.65692169095816
31523,15883,15241,-1.33902995674699,-1.56964075688259
31524,12522,3360,-1.20268690590854,-0.871988979586285
31525,20121,4191,-1.48315674517907,-1.01623528333333
31526,6450,6024,-0.945699763184097,-1.12474369126298
31527,15754,10347,-1.19424724827434,-1.29885921209177
31528,14908,10820,-1.23118874175312,-1.34215009291695
31529,28476,7941,-1.64738091811245,-1.32830847190251
3153,3662,15596,-0.696879251185142,-1.32788745027137
31530,11242,2040,-1.21775701432079,-0.840470645454546
31531,20007,8017,-1.37611591993569,-1.22381220900409
31532,8795,10201,-1.01758768604613,-1.43427139573171
31533,15900,12089,-1.22434276814636,-1.38937217854251
31534,23813,12796,-1.4593386773494,-1.3817638938664
31535,20000,9621,-1.22615636913655,-1.08533365692775
31536,20500,13374,-1.34528157634538,-1.32265284433198
31537,15089,6494,-1.41350344310637,-1.22094929219178
31538,8555,24260,-0.729122751692048,-1.21046949274139
31539,9754,5774,-1.04465943450409,-1.02122019675753
3154,12056,5777,-1.21015541196356,-1.09349226883849
31540,707,1352,-0.505383280729685,-0.374235133307087
31541,11232,13138,-1.19832526232397,-1.44970602379473
31542,5738,2525,-0.752174085520926,-0.761226695857835
31543,19678,17626,-1.31154519829513,-1.42925951309042
31544,7557,931,-0.79971413253725,-0.580732069936709
31545,12029,5991,-1.25920821263625,-1.1590341892418
31546,24865,5216,-1.18504381620803,-0.761835075768421
31547,12520,6477,-1.2684377349273,-1.14762092619728
31548,17824,8813,-1.3565498224041,-1.32113647510149
31549,25340,5553,-1.49719649221954,-1.03886834949161
3155,18205,10047,-1.33664016163118,-1.32705551149628
31550,8183,13755,-1.10685214989483,-1.59930573835246
31551,2952,13953,-0.835556485661412,-1.53675411931432
31552,14389,1645,-1.2317632200648,-0.764951841426954
31553,24790,3689,-1.64927952778448,-0.978363381564679
31554,22259,5665,-1.50042567680868,-1.11759209034722
31555,13115,19194,-1.31471178587,-1.7779476025641
31556,2346,12133,-0.82300691384,-1.53972492260041
31557,22063,1347,-1.4058423630101,-0.798656057914339
31558,21156,13151,-1.48588960831325,-1.55196501417004
31559,5068,6768,-0.85750808227972,-1.16293604297611
3156,27702,8004,-0.930470071617115,-0.78281981732337
31560,5399,2380,-0.961973125892938,-0.911429271744681
31561,14830,3968,-1.17336363030093,-0.767985084974359
31562,17603,17217,-1.31664299626527,-1.55917190560054
31563,13559,9191,-1.20177876323127,-1.28111043466486
31564,16191,7299,-1.2356526225674,-1.07913418885112
31565,14594,2136,-1.24763571820284,-0.778098153351282
31566,24918,11793,-1.21798025181599,-1.01210004586428
31567,25853,7706,-1.51270007144578,-1.27188649694444
31568,13905,6297,-1.26115751932688,-1.12553120607412
31569,17832,12571,-1.30666547820812,-1.35944785781849
3157,13993,9653,-1.23998965337152,-1.31250295702703
31570,15692,10408,-1.27100257969441,-1.42152544871795
31571,11491,6939,-1.17526775001625,-1.17223954372709
31572,2066,12957,-0.813694804821601,-1.57107750536685
31573,11339,5959,-1.13776926971585,-1.08389948637914
31574,42496,2742,-0.991137578066102,-0.548873595747127
31575,23297,9085,-1.53420015562701,-1.34954724288319
31576,11004,8807,-1.15127346936714,-1.2903915326572
31577,27413,10415,-1.43233093066292,-1.32941232683784
31578,18553,5927,-1.41133022914757,-1.09573738289855
31579,19749,4502,-1.29686422448733,-0.959605101372409
3158,12831,6834,-1.2268926358101,-1.21638637375596
31580,16504,15026,-1.26486663866265,-1.48452278535762
31581,17160,8336,-1.32803514708015,-1.28109736310508
31582,6107,13396,-1.01573819826637,-1.56611325609756
31583,20554,2219,-1.42963161197501,-0.749726692468811
31584,29374,13663,-1.59910971168675,-1.51610161099865
31585,15091,7677,-1.34746338853701,-1.28483768173442
31586,9817,14536,-1.01550881762347,-1.51310402670723
31587,15292,9349,-1.31629994650322,-1.28873886841999
31588,12481,12303,-1.18898611990272,-1.39583748136394
31589,12922,8609,-1.20248120916027,-1.32665217746955
3159,18856,16189,-1.39726531985525,-1.59082256875843
31590,18766,14162,-1.2702532732249,-1.36356951463563
31591,2098,14796,-0.737362222620266,-1.40917273578804
31592,1309,4893,-0.627283714427313,-0.955595760411056
31593,17917,9280,-1.38450928696177,-1.28287919918864
31594,19706,3444,-1.46102885995976,-0.927602342298671
31595,15955,1293,-1.41552917042139,-0.856709469330289
31596,13509,9840,-1.14931813658572,-1.16225121974342
31597,2236,4164,-0.761017744779006,-1.01426710485756
31598,21000,8835,-1.50280035701085,-1.29932786040676
31599,24026,10149,-1.28299058153475,-1.14769444925776
3160,17782,6686,-1.28030539259244,-1.0726356661528
31600,20533,17958,-1.41717627206592,-1.58460507580297
31601,18757,3217,-1.31060160645733,-0.864335807002379
31602,14930,15571,-0.993538793095813,-1.29659967617826
31603,17298,14179,-1.44334880176778,-1.60112772098516
31604,23350,2719,-1.51937356211755,-0.842117600787825
31605,14512,3605,-1.28955628466074,-0.920168174154647
31606,27669,13104,-1.46611604567296,-1.44153142632254
31607,23467,9073,-1.52299594381526,-1.29822136959459
31608,1356,13431,-0.718295816425993,-1.24405367447639
31609,12205,6199,-1.23945633690697,-1.14639540101579
3161,14706,11308,-1.3214658539533,-1.43609790039811
31610,14581,2028,-1.24687547445749,-0.73873223776699
31611,13315,3200,-1.26243733484121,-0.922092875189274
31612,15774,8827,-1.37281692348211,-1.32286500039973
31613,18333,3040,-1.3064557117896,-0.774438542681745
31614,26207,1640,-1.49035001419329,-0.796666745055644
31615,19986,2660,-1.31833533338983,-0.826485053386809
31616,21840,9912,-1.49187035150663,-1.33832068176351
31617,4369,6266,-0.784800555101235,-1.11947377500137
31618,15253,7034,-1.37242751372786,-1.2202139665759
31619,8125,13222,-0.959034603232715,-1.40119540024966
3162,5974,4479,-0.966000125875657,-1.05039260783898
31620,14459,9967,-1.28237753007246,-1.31934612437542
31621,788,510,-0.421940019314869,-0.473020282997763
31622,3607,18695,-0.788464681096408,-1.45270362453315
31623,1382,4171,-0.52898862585061,-0.750838589608886
31624,9077,7231,-1.11864754689889,-1.25802058766961
31625,15660,6769,-1.15961009709106,-1.00342319101093
31626,14714,4561,-1.10853574863417,-0.856771713957447
31627,5887,11393,-0.851306492354883,-1.33562260311021
31628,17361,15398,-1.30290602367042,-1.4560375659919
31629,13079,8673,-1.23108759232943,-1.22832443970907
3163,15426,12851,-1.28668080954875,-1.41442049973009
31630,15995,5940,-1.27996616162781,-1.07369840755981
31631,23872,14867,-1.44478113921254,-1.4223063144497
31632,16928,12017,-1.33589616553722,-1.48596126889339
31633,11945,8216,-1.19441085129045,-1.25879691251351
31634,13901,8423,-1.16371521797504,-1.17611843662838
31635,8386,5493,-1.11195997097725,-1.13937542868966
31636,24370,10342,-1.66073752297189,-1.50290190884537
31637,8292,6982,-1.0365127396304,-1.22499093401639
31638,15095,13093,-1.23877390635304,-1.37562022435897
31639,6040,5933,-1.04214387756745,-1.24095640958621
3164,6502,8573,-1.00850472496063,-1.31731489115332
31640,18478,8923,-1.47355784838153,-1.39411621554054
31641,11692,11331,-1.12605911043251,-1.39038121851351
31642,7810,9533,-0.996112216584138,-1.27286574203114
31643,11467,13906,-1.15552946493517,-1.48479509014845
31644,16888,12893,-1.21143299349112,-1.24989624298914
31645,17835,10982,-1.06815262116204,-0.969549133652937
31646,12076,4609,-1.00053982930138,-0.927826173753008
31647,38495,22278,-1.38042663418474,-1.3410879257085
31648,20833,5746,-1.38005521266077,-1.12626759648723
31649,10556,16094,-1.15382435214111,-1.58483477881242
3165,17511,6377,-1.21587297961399,-0.973832495362517
31650,3656,1035,-0.679180011413502,-0.61124060167364
31651,13429,4825,-1.31920296183246,-1.07082265617502
31652,7477,14655,-0.852181805772688,-1.36625543430115
31653,1414,15026,-0.851133261318681,-1.45450441236177
31654,18706,9929,-1.48797847669478,-1.42171503049258
31655,13127,5298,-1.19283608303507,-1.02443333216909
31656,3327,8678,-0.839473502033701,-1.3770219755102
31657,16061,11305,-1.25384623526329,-1.31871146563133
31658,15721,7277,-1.26933910293763,-1.17306161983685
31659,17205,12501,-1.47196031213826,-1.54031969979757
3166,17477,13439,-1.33068189918778,-1.4914386337112
31660,9432,893,-1.09969576657097,-0.758798422669104
31661,5019,14455,-0.85355952911965,-1.52428905557809
31662,11283,12687,-1.20444792797231,-1.49903100465587
31663,19530,3247,-1.52559623899396,-0.959867059873917
31664,15514,4223,-1.18540221662641,-0.91674776374462
31665,7333,1509,-0.830608790021368,-0.6537077889989
31666,27484,4406,-1.32329354086817,-0.813344766712828
31667,4484,17384,-0.856324914132275,-1.62834598385135
31668,16303,9202,-1.24060778682857,-1.25917076468961
31669,1347,6550,-0.751026817608952,-1.21916815900139
3167,7147,9263,-1.03257249831908,-1.37120788193505
31670,15523,11969,-1.28678048298832,-1.38676339918354
31671,8357,5508,-0.990784263313881,-1.08816854244644
31672,22427,13767,-1.32051770850944,-1.39766981892038
31673,18604,12159,-1.25079301635597,-1.32576092178138
31674,17999,10832,-1.48407745560917,-1.47966499189737
31675,1006,4469,-0.678760257024129,-1.02505486775674
31676,2329,9265,-0.779007404422789,-1.3543517062116
31677,18596,2600,-1.3988105124778,-0.871270504785066
31678,14394,4060,-1.32308233035916,-1.01212946694323
31679,2325,6999,-0.736223499504249,-1.15873984186557
3168,13101,5381,-1.15200207990747,-0.970248551843015
31680,11507,15079,-1.19709002922827,-1.49961259115463
31681,10374,10469,-1.20164312028548,-1.406551282861
31682,14368,13480,-1.26527752041885,-1.42886785519568
31683,5918,15720,-1.00702417249795,-1.65332311805274
31684,764,4699,-0.738587881495327,-1.0417360543665
31685,659,5018,-0.725882184444444,-1.03307477325018
31686,2181,9805,-0.805332769999101,-1.37828414602459
31687,18726,4807,-1.22494204292642,-0.818911268424028
31688,19356,2108,-1.49143394856566,-0.862002468335036
31689,15016,2116,-1.40538412111021,-0.88249286851145
3169,21046,2692,-1.34109218369714,-0.746849883472585
31690,6082,13179,-0.93739419880651,-1.44251014983097
31691,5557,7940,-0.92622700874211,-1.25614617532335
31692,6470,2316,-0.796932972994351,-0.725262140084818
31693,23805,6050,-1.47653158771997,-1.01585962406036
31694,7164,13695,-0.918113581054436,-1.39367646590142
31695,12979,7536,-1.2871626266411,-1.24912615413279
31696,17023,7596,-1.24827859166533,-1.11054129849417
31697,25606,6444,-0.946147234911504,-0.698550047235052
31698,18444,9755,-1.16391874281577,-1.23906105382015
31699,38014,17829,-1.61441565502008,-1.50213726268556
3170,2186,13079,-0.759913741810746,-1.46155722724185
31700,14876,5839,-1.33197345167002,-1.11437285247253
31701,10883,6828,-1.19931016999186,-1.22847658981595
31702,11799,4286,-1.22541379211395,-0.977949187580761
31703,2848,11695,-0.824473046954813,-1.51558757962085
31704,7468,13434,-1.04415162129669,-1.54036118412162
31705,3304,3664,-0.745140800868852,-0.968028964309715
31706,6395,13514,-0.965827896853085,-1.5383945499865
31707,18610,15543,-1.36135092783447,-1.51039903623482
31708,12355,14808,-1.22136046986634,-1.53874983430115
31709,21509,13765,-1.43035628654078,-1.46696052537112
3171,12984,13454,-1.31215870843763,-1.6146005110736
31710,18723,10927,-1.50706020394938,-1.49461007948718
31711,9799,10584,-1.07502007287295,-1.35617016342123
31712,13584,8212,-1.19430648491929,-1.29150498720568
31713,16556,18353,-1.04711778699638,-1.28483396469636
31714,8934,979,-1.06103667925292,-0.769552303030303
31715,7102,13265,-0.936979866695427,-1.43080433089189
31716,8911,4624,-1.11742372557947,-1.08865125375758
31717,6507,11402,-0.862237600584928,-1.22128767625928
31718,9893,13576,-0.968213516043371,-1.33764029848718
31719,25093,2925,-1.27836014878373,-0.705400783013101
3172,14386,7123,-1.02823620870266,-0.993771332523035
31720,26515,12918,-1.45036207101606,-1.4013164840081
31721,26701,9615,-1.45528488305578,-1.30432590300945
31722,26994,13665,-1.504886337751,-1.49672270546559
31723,22862,4592,-1.61847871551225,-1.07303394339408
31724,10656,11410,-1.14393973169551,-1.40213811695074
31725,9458,3072,-1.14995146622369,-0.932839176830769
31726,18804,11220,-1.42823203921254,-1.40288753011479
31727,22937,6899,-1.4860672766131,-1.20410425785714
31728,14804,12772,-1.20676538106597,-1.25347362505398
31729,19679,5799,-1.40518729449698,-1.10960882768116
3173,9096,15209,-1.03844066129285,-1.41183646481431
31730,12572,4133,-1.2453910904295,-1.02905300859599
31731,24647,15086,-1.36725311664659,-1.35992302227395
31732,23140,9846,-1.44526950929719,-1.28411102520594
31733,6892,12736,-0.962335523126626,-1.49648480572297
31734,10253,18114,-1.14087490069959,-1.59313290823212
31735,3175,5274,-0.800489307501443,-1.03011370585383
31736,23719,1869,-1.42718050868336,-0.835167932266325
31737,15285,1816,-1.355774368839,-0.810120125273429
31738,22810,6241,-1.3245836315261,-0.944671202967564
31739,13259,6671,-1.19745623383004,-1.14546841194122
3174,8680,7619,-1.15898101772746,-1.34422192955224
31740,4642,1081,-0.771027828761381,-0.626298105215124
31741,7505,7207,-1.08733346540438,-1.27897912477876
31742,22843,1274,-1.25638312830097,-0.730479866464208
31743,17194,1463,-1.38750718437323,-0.810059704137466
31744,10765,1448,-1.17854154193363,-0.79451391529274
31745,10839,15702,-1.24806807246637,-1.69386964102564
31746,9078,10626,-1.05291558109425,-1.35208667164078
31747,10584,8224,-1.18309890094578,-1.18485695517966
31748,14433,2084,-1.3300960040404,-0.834061349439072
31749,9355,6079,-1.13976919582231,-1.11559137108516
3175,10733,15490,-1.21300340749491,-1.58696912343011
31750,22071,11820,-1.45113348790679,-1.46253381491228
31751,13974,3194,-1.24159902735484,-0.906628478624709
31752,24267,10828,-1.46056696610442,-1.31417634663225
31753,22838,17870,-1.27558107505627,-1.22967396038462
31754,6231,13368,-0.897728547751217,-1.47366323021636
31755,17435,1663,-1.38415972867587,-0.809028710134969
31756,10105,2305,-1.03741398273671,-0.801434247492489
31757,13647,8037,-1.18381937420395,-1.11595345642451
31758,17148,5370,-1.1451494389992,-0.797911109626814
31759,15814,4130,-1.38046478347984,-0.968554649680928
3176,12627,2275,-1.09948435072845,-0.767391194023402
31760,6118,13189,-0.969683433673103,-1.44981992369668
31761,11863,16486,-1.18362491298501,-1.60950634203779
31762,25669,16139,-1.3806294503174,-1.45416588036437
31763,4094,707,-0.699476537832414,-0.660576466604128
31764,8321,8287,-1.12286830427379,-1.35529169705085
31765,29401,1512,-1.31042025537621,-0.681110437274725
31766,19855,2069,-1.40346898387969,-0.803402895193312
31767,10023,13103,-1.22367691551724,-1.64584496078431
31768,11614,5274,-1.26422547903082,-1.07348287345003
31769,19212,9906,-1.50661661149056,-1.4005393488529
3177,25007,6894,-1.53028774323021,-1.13895628260602
31770,2856,11595,-0.821326213646113,-1.48536670631793
31771,11606,7620,-1.18476521945891,-1.18894272823561
31772,10819,15486,-1.18768610861576,-1.53850826774629
31773,14290,7167,-1.20622515703868,-1.04530529894486
31774,16981,11617,-1.36213732678327,-1.50067285703579
31775,15966,4200,-1.25108930754125,-0.930328991462882
31776,11641,4814,-1.15433819626872,-1.0374224103584
31777,30944,18891,-1.31643387730924,-1.41250508181511
31778,7466,2818,-1.00234717102282,-0.908449087242708
31779,1865,6984,-0.789619243906511,-1.22412501209478
3178,5421,13940,-0.930364956796985,-1.58828694361055
31780,16980,2076,-1.37901056979839,-0.813452183422091
31781,11977,8629,-1.21010211680437,-1.31104979173987
31782,777,3901,-0.598515750961538,-0.771998961162444
31783,16834,1594,-1.33908850976104,-0.785585788212928
31784,10103,15937,-1.16947098173342,-1.60477527206478
31785,5975,2548,-0.974582259096145,-0.842152273464696
31786,11037,8235,-1.22351295406161,-1.32815313052062
31787,10526,11579,-1.05120829973113,-1.40103691765699
31788,12888,14676,-1.1649052848824,-1.46273778920378
31789,17253,3214,-1.35129431827697,-0.945625611641673
3179,35938,8744,-1.41408155796386,-1.09901363857916
31790,16271,14075,-1.32278352015304,-1.47258383132928
31791,5694,13015,-0.75465929750274,-1.24165423549221
31792,23343,13928,-1.45151761783133,-1.46589583365722
31793,27327,5466,-1.54300014985938,-1.07356880510133
3180,13147,10453,-1.24645219902666,-1.3599310987576
3181,4147,9901,-0.852063355468278,-1.29733153904891
3182,7142,10029,-1.04697782511149,-1.45261683513514
3183,22381,2984,-1.50335329008857,-0.907570898156566
3184,20604,1253,-1.35311725925253,-0.838138287320755
3185,11808,16062,-1.21554849238945,-1.63535956207827
3186,24801,1563,-1.59176280222492,-0.873299008937605
3187,13506,5165,-1.26137686712596,-1.07691696469487
3188,14734,10938,-1.23695547973017,-1.29011301645969
3189,7295,12380,-1.09098554155565,-1.57790246695946
3190,6389,1284,-0.927290612559382,-0.701973469318735
3191,16191,14801,-1.31992996729393,-1.52737441632928
3192,10046,6795,-1.22245207520325,-1.26001812480978
32,13367,3350,-1.28630241236055,-0.97661394330053
32001,17486,8282,-1.3665999732945,-1.22049848991198
32002,15660,8418,-1.34405335516056,-1.28802276347326
32003,17462,1815,-1.35505337368421,-0.77735087370943
32004,2358,14100,-0.810627581072027,-1.61142298857143
32005,13941,8934,-1.25524796118856,-1.25873190525625
32006,17757,1943,-1.44305670404204,-0.863090708244111
32007,15422,6967,-1.34866030864372,-1.21020756954552
32008,2527,7118,-0.82424999650266,-1.30416857834699
32009,2033,11538,-0.772946206210046,-1.41796455036104
32010,10511,8617,-1.11228372117168,-1.28988479703252
32011,18336,4509,-1.08531628001166,-0.829355362195032
32012,7341,12706,-1.00205296394861,-1.49918067548953
32013,18703,7281,-1.35556320367216,-1.15425404837398
32014,23561,12952,-1.04512298828445,-0.931728205411606
32015,2638,444,-0.665646602255674,-0.569343014671105
32016,19238,1973,-1.44753994077885,-0.792214995522388
32017,10852,3420,-1.27462981693122,-0.99477066430792
32018,26285,9713,-1.63243679779116,-1.43175503139378
32019,29461,6268,-1.49169452769787,-1.07996532786632
32020,18063,11769,-1.33002191760643,-1.3212660965857
32021,16019,10227,-1.18634820635961,-1.17392306761325
32022,20610,12433,-1.5236621773494,-1.57377274625253
32023,22455,6384,-1.50930292487942,-1.10569338236301
32024,13768,5642,-1.21752384880885,-1.07671923340178
32025,21163,11549,-1.22063697288956,-1.30195577893315
32026,22628,1721,-1.58424280028271,-0.884396966577896
32027,9282,8948,-1.07463813023888,-1.29595628344173
32028,13109,1398,-1.17615993296462,-0.728928245984456
32029,32109,1791,-1.28055804438434,-0.762691973195489
32030,18321,8590,-1.3257245604098,-1.2677522722277
32031,24562,6410,-1.29403283926075,-0.957448592842289
32032,18294,9101,-1.38762539443953,-1.30986034124157
32033,9551,2694,-0.964458770986788,-0.838726271128501
32034,23118,10956,-1.22098965156627,-1.1581194812973
32035,8250,6256,-1.12623073015965,-1.17597562159945
32036,3671,13428,-0.790842410288184,-1.41392264610697
32037,25344,13370,-1.29885309661832,-1.17908015851552
32038,8220,4056,-1.09103189848861,-0.980256621094203
32039,18636,6397,-1.31313080548633,-1.12379539842857
32040,1593,4957,-0.783051692159848,-1.1183891271824
32041,11502,13862,-0.911044045686028,-1.05681107711201
32042,4556,9880,-0.891129619585595,-1.35404333835709
32043,28838,2590,-1.39200660561015,-0.749279841135714
32044,24191,2645,-1.35628080508878,-0.788001799767874
32045,5368,13232,-0.991852097192877,-1.63364203412322
32046,12433,7549,-1.2271473612785,-1.29238937699865
32047,1703,11544,-0.726079562588774,-1.24369625314638
32048,4162,8334,-0.863261938947799,-1.33596908120713
32049,4105,6065,-0.770423093637732,-1.06630909017993
32050,21788,6735,-1.54415601836546,-1.23168248000683
32051,15241,7523,-1.09416582518101,-1.0391225039661
32052,13520,9366,-1.28178651566411,-1.27963942148649
32053,7299,6562,-1.0310945491213,-1.18357243386503
32054,10166,9405,-1.132429697468,-1.37400962469041
32055,26515,4105,-1.42780105156351,-0.834046449453471
32056,11850,1230,-1.16397772332203,-0.769997484978292
32057,19988,11348,-1.25368519451587,-1.31688252559379
32058,6358,10006,-0.98937632127193,-1.39031220849899
32059,16325,8390,-1.23300479410865,-1.15664094984449
32060,13775,2685,-1.25201900574554,-0.867196127266722
32061,11022,2300,-1.15954984613284,-0.82268408559721
32062,26212,6485,-1.42721417642025,-1.07147496061856
32063,12370,7907,-1.27725925999191,-1.27681591357094
32064,17875,11854,-1.3973818708846,-1.49013812152497
32065,1966,12407,-0.761237394925373,-1.45863760853242
32066,6047,8456,-0.976580214042459,-1.32256516065129
32067,5378,15723,-0.916450861509255,-1.65428481509817
32068,13258,9240,-1.25866235815099,-1.35246399074324
32069,16530,4155,-1.37688953897828,-0.942393029424236
32070,4544,430,-0.838682635033784,-0.656958116287425
32071,13207,10585,-1.09095458750805,-1.27978218297297
32072,17157,2539,-1.43096746207699,-0.852953231606529
32073,10972,6260,-1.07262470708011,-1.07592867160763
32074,33249,6709,-1.37509450062932,-0.934533797082474
32075,8129,11643,-0.988141571100879,-1.42846312779581
32076,17441,4270,-1.24214981666399,-0.94685649503937
32077,17160,11131,-1.12243561387651,-1.16629158654521
32078,26702,7032,-1.48120897157975,-1.10592709727459
32079,20548,2412,-1.49734293841193,-0.882890107142857
32080,19950,2358,-1.47533471596301,-0.866943874597156
32081,15330,6880,-1.34100255365648,-1.20085386095238
32082,11396,2963,-1.31308450069121,-0.987446615974441
32083,22436,11548,-1.45200121699478,-1.42735250141796
32084,15067,12180,-1.39493803412475,-1.59025672672065
