ID,g_snps,i_snps,g_td,i_td
1006,15937,6677,-1.17583904848008,-0.973552983294521
10060,25191,10432,-1.2625044383012,-1.16578952685628
10061,14653,7178,-1.20682436682133,-1.10685600477749
10062,13111,3914,-1.20932852876659,-0.876854608514996
10063,18206,6256,-1.5160135804103,-1.23797558028649
10064,8624,16165,-1.14546955543487,-1.67842475624578
10065,23226,7496,-1.27632171042972,-1.06851529785763
10066,2883,2575,-0.672245210832697,-0.803304243311529
10067,10533,11699,-1.10986583458299,-1.44053287163968
10068,9686,2426,-0.998720743468968,-0.802669145124678
10069,14991,4247,-1.18856658023359,-0.827582132642189
1007,3829,13314,-0.871750339887514,-1.5616202203467
10070,37751,14849,-1.35600983409116,-1.25814109312213
10071,17042,6850,-1.30461280531401,-1.08555581104082
10072,22042,6464,-1.49688088742052,-1.1439020715411
10073,7166,12292,-0.88580854322099,-1.36036644205544
10074,14463,2762,-1.16841892010918,-0.792774075208454
10075,11248,12530,-1.27104347501018,-1.61196860323887
10076,22835,9678,-1.53033529771796,-1.37154440453009
10077,19236,9300,-1.08475056210442,-1.05755878446247
10078,11130,8377,-1.23024929752736,-1.3133668346856
10079,25056,8677,-1.53967576522892,-1.2811431840149
1008,18654,12724,-1.22525683653012,-1.41913125161943
10080,11715,5213,-1.04831932180122,-1.0032578264099
10081,17840,3925,-1.29804431342328,-0.848219292001466
10082,7376,4741,-1.02804664848549,-1.05592081576472
10083,24337,3348,-1.44613041409256,-0.851487541826923
10084,21094,1453,-1.46314319798704,-0.820621960385802
10085,8092,9592,-1.05688780969237,-1.37917772552471
10086,14551,5042,-1.1993014638996,-1.01822393014025
10087,18754,12810,-1.36275986786806,-1.46308198792173
10088,8149,12358,-1.01980330160759,-1.45562591588394
10089,3970,12226,-0.931574080170122,-1.62166823238482
1009,6268,7242,-1.01509575921689,-1.26352311831858
10090,8344,16772,-0.993411482281289,-1.45789747400405
10091,7278,6212,-1.02774774255527,-1.15106796401645
10092,17335,2249,-1.28676132571486,-0.733385757912713
10093,11048,15956,-0.938842772358766,-1.43427940678812
10094,21470,13777,-1.48146390355823,-1.51637838589744
10095,2400,8826,-0.571203818539037,-1.01160504511247
10096,13246,8454,-1.23460641430069,-1.22955361419109
10097,10811,10642,-1.11680401564103,-1.26671341941892
10098,24417,10799,-1.56604981915261,-1.4282763424713
10099,12677,13331,-1.19827452163828,-1.52806656776383
101,28974,20156,-1.48026363613499,-1.59150201174089
1010,23090,12627,-1.56452066505221,-1.51984269271255
10100,17044,7341,-1.03919604463315,-0.986391991216859
10101,13751,7512,-1.08770205733038,-1.01159528826205
10102,17324,8472,-1.27883185219614,-1.20224384759485
10103,20800,8435,-1.53353928386099,-1.36937325321598
10104,8397,16586,-0.937169436841208,-1.36604989638514
10105,15009,10650,-1.20920337828537,-1.24653834529169
10106,27122,12768,-1.69912689875452,-1.6216432854251
10107,15311,4776,-1.16894266899437,-0.936032923958924
10108,15364,7841,-1.36066177426027,-1.23498910139946
10109,10048,7100,-1.16880147370008,-1.22306753552989
1011,12569,8967,-1.24496076476556,-1.31706446035183
10110,10567,3719,-1.18349392482153,-0.977326819130758
10111,16335,11726,-1.19092595407243,-1.21845321048616
10112,7561,9125,-1.08669649373315,-1.39135346932225
10113,21632,9610,-1.55322344304418,-1.38071521779527
10114,10578,9312,-1.00232515502237,-1.11270011126266
10115,18890,1479,-1.25806026028757,-0.65745487170088
10116,11856,6979,-1.02005826046191,-1.01147314969325
10117,7346,14587,-1.01561596268129,-1.48986444633965
10118,26741,4840,-1.47317995789474,-0.96391944758293
10119,5585,5545,-0.90606223998199,-1.04487242883689
1012,17010,14025,-1.33773203923021,-1.56880672454116
10120,21058,6927,-1.2603484369546,-1.0371384879809
10121,23071,6585,-1.51838508096386,-1.17101618522034
10122,15198,9300,-1.30025499891435,-1.3349971825
10123,26608,9649,-1.42177719915314,-1.23545965751218
10124,21287,12022,-1.46520113172691,-1.40087994946658
10125,2201,10630,-0.856029607780508,-1.5340231331058
10126,7847,9984,-1.04887639131568,-1.40395811801286
10127,13369,3469,-1.20042300958232,-0.855494241891074
10128,2118,6055,-0.690935695759399,-0.989069372104539
10129,24102,2444,-1.38274763894482,-0.759257338810531
1013,2606,7468,-0.715956260345975,-1.13043835436986
10130,16544,1072,-1.39115072673171,-0.829861559553753
10131,19903,1635,-1.34224201377381,-0.77714679816245
10132,10809,2323,-1.10779910897792,-0.85874871888014
10133,4534,6332,-0.852252903266747,-1.09963684770855
10134,11377,4278,-1.16416895854056,-0.976703511216893
10135,10651,5156,-1.14009576444716,-1.1068997975
10136,21122,4891,-1.39863641465004,-1.02426110523708
10137,13848,10695,-1.28089192947707,-1.4079833104659
10138,21342,9813,-1.42438981048614,-1.26450797594595
10139,11633,10536,-1.18729253110166,-1.38881722236327
1014,15069,1524,-1.37427288807552,-0.826279391980075
10140,18893,11957,-1.29026967926878,-1.33003511331309
10141,24541,1318,-1.56263107128184,-0.967243335456919
10142,18481,967,-1.49720579121102,-0.941693648476454
10143,6976,14182,-0.995301223904555,-1.54247538208249
10144,9452,611,-1.19792231145409,-0.842874002777778
10145,20200,5341,-1.56958804975884,-1.14076905596369
10146,21987,13034,-1.2208692572278,-1.34724378248313
10147,1053,10882,-0.859780236363636,-1.39796855886379
10148,8456,17259,-0.958663305916911,-1.43749586022957
10149,17977,17510,-1.32600620538369,-1.5957162359919
1015,6732,4162,-1.00523349208351,-0.959090323027457
10150,13791,9620,-1.21038988178744,-1.23855273603786
10151,18138,6225,-1.30942644095659,-1.14563103615808
10152,14983,8664,-1.3509400218401,-1.37393760277214
10153,17866,7444,-1.47762685166734,-1.29390505808005
10154,13497,7694,-1.15447192507258,-1.11065010244926
10155,12028,11756,-1.16380235259095,-1.31970742559082
10156,549,3698,-0.678403199491094,-0.922782850007645
10157,8894,10460,-1.07536476121037,-1.40057930470318
10158,9099,3050,-1.13827649688251,-0.925661616570985
10159,16314,3914,-1.22703862785772,-0.852197198803207
1016,13466,12610,-1.20165040304437,-1.44662515895209
10160,6891,2423,-1.03622509737021,-0.855148235239697
10161,5276,3829,-0.888786538723022,-0.921674906787791
10162,15605,6325,-1.3674695771831,-1.16506220390411
10163,4328,9327,-0.85199795925,-1.28275128894773
10164,21219,14952,-1.32790484243971,-1.4337350478393
10165,27163,3960,-1.49092266044266,-0.92933634324551
10166,29938,11223,-1.2114529739759,-1.06955892382849
10167,12747,5255,-1.27999829356999,-1.13214091165857
10168,12491,7385,-1.25028187426159,-1.18531431123474
10169,3552,14366,-0.789844384751351,-1.39026043194905
1017,24220,10066,-1.45847095100402,-1.32861833521592
10170,7660,14533,-1.03887109581018,-1.61780022957461
10171,22908,6684,-1.34509942877814,-0.985853627788396
10172,16589,1326,-1.31831121750223,-0.753006860882801
10173,24511,1669,-1.02510195664782,-0.584404721047346
10174,19523,3661,-1.48982735176991,-1.00001461335606
10175,4288,6835,-0.872046952901054,-1.21561690224742
10176,6834,1473,-0.967278362378285,-0.749780312378902
10177,10556,13573,-1.13800899292802,-1.42209945744265
10178,15384,6987,-1.3223625233674,-1.13503553028552
10179,11875,7770,-1.0949099561848,-1.11797868160678
1018,20982,7376,-1.53157969823052,-1.31946033750851
10180,11489,15104,-1.11268685201712,-1.46965135995949
10181,16860,3796,-1.16222068158149,-0.771576245595855
10182,6815,9970,-1.00860413140034,-1.42243141313473
10183,2881,7426,-0.767782240352505,-1.15414500569664
10184,19372,15728,-1.34350627994373,-1.44943845566802
10185,6672,13526,-1.01771814389599,-1.60906842966216
10186,7337,9037,-0.998592895059932,-1.30367585466441
10187,6121,10415,-0.922280644928158,-1.23622828612314
1019,1294,577,-0.593642305878906,-0.491017718520085
102,12975,1148,-1.30211214286297,-0.82225419245283
1020,10895,9563,-1.09270108612943,-1.36019322550372
1021,22691,10576,-1.04131125627159,-1.12850439670229
1022,19265,3103,-1.49978598875857,-0.942454524289196
1023,8150,14854,-1.03712085101095,-1.56776633412162
1024,15469,7321,-1.29699227498713,-1.20194810994587
1025,9647,2457,-0.968531558050185,-0.776150685948911
1026,12498,14083,-1.00353000214025,-1.23731600850202
1027,25143,14528,-1.36792105227561,-1.42822080829555
1028,8271,4802,-1.07218859420987,-1.03306390562544
1029,10304,12851,-1.17429843611499,-1.51155669988514
103,6317,6712,-0.980239831856706,-1.23232669453925
1030,12672,9792,-1.18726192951632,-1.3380604034413
1031,3540,9353,-0.81026790513289,-1.39162157366985
1032,13261,13085,-1.15645940302176,-1.37861076829082
1033,2467,4045,-0.67588831713545,-0.927805104157061
1034,20409,11877,-1.44820378987138,-1.46262875225676
1035,33029,14730,-1.4673939415261,-1.32394316727395
1036,16996,4796,-1.50759260639324,-1.15413137591549
1037,9846,9230,-1.18848066476854,-1.35844910557056
1038,19219,2436,-1.37609226097217,-0.773609502196007
1039,18909,6877,-1.5186727699236,-1.23216275813479
104,17170,7198,-1.38805128323883,-1.18793504509884
1040,10218,7024,-1.13359298163481,-1.19863052977566
1041,21487,3448,-1.38511394358665,-0.831999837169664
1042,9564,14269,-1.1414560084571,-1.57732617224848
1043,9770,5054,-1.03994795438087,-1.02613126792734
1044,18804,4907,-1.25003611997066,-0.865483659748428
1045,3529,2654,-0.734479804631804,-0.744949343017799
1046,17744,14112,-1.12663770317652,-1.44090537510796
1047,13974,2229,-1.28539429722335,-0.839561438883764
1048,5194,14794,-0.929299928632114,-1.59855735914922
1049,10925,17007,-0.925826835741119,-1.22883757859554
105,18985,5641,-1.37137904487334,-1.01961212042361
1050,12586,13559,-1.20356325770845,-1.54917860719973
10501,22009,4766,-1.50107546424267,-1.0157041762091
10502,16837,7438,-1.33561298538987,-1.24554513692308
10503,5725,11383,-0.941376333481071,-1.43512806167005
10504,12856,8376,-1.09762320055197,-1.0337299913117
10505,23455,8899,-1.43976178498353,-1.23203188528803
10506,32958,13133,-1.29381067491968,-1.25888520530812
10507,17058,2537,-1.2476148520105,-0.730029956657964
10508,14393,13304,-1.24512647727554,-1.41587764630027
10509,18545,11782,-1.33648791346742,-1.43697305624578
1051,17223,8608,-1.49010458869425,-1.39987577368919
10510,13668,11213,-1.09791829357632,-1.12514232190541
10511,21239,12362,-1.2887609063399,-1.18962859742915
10512,18933,909,-1.27540687843581,-0.872948195147059
10513,17751,12471,-1.45858044310968,-1.56179287139001
10514,5175,3490,-0.783757770137855,-0.835740487668379
10515,5866,10722,-0.873445443475912,-1.35174681777027
10516,13934,10866,-0.0152036862233649,0.252060076247956
10517,13234,9893,-1.06536605956504,-1.26165180615281
10518,10390,7227,-1.14497928474092,-1.25288417393898
10519,24975,10799,-1.49069736435115,-1.38044252147198
1052,15163,1596,-1.34167780661532,-0.788638184859585
10520,9982,1681,-1.15849857348329,-0.786911457348407
10521,22172,6213,-1.50668887447749,-1.14489981243651
10522,12500,10535,-1.21260830068882,-1.4370440437247
10523,15632,10070,-1.30330943703257,-1.41392383272605
10524,20203,8072,-1.2891167628176,-1.12942855828892
10525,28977,9759,-1.39195780255524,-1.2039513426387
10526,7118,401,-0.893266619626898,-0.666159417647059
10527,9068,7408,-1.15826805781908,-1.28156235907797
10528,10238,13398,-1.22340683558157,-1.61884234098582
10529,2525,9873,-0.804628752142857,-1.40845793881911
1053,22190,8643,-1.343005835227,-1.18806891095048
10530,15459,13545,-1.195935078846,-1.24936576115385
10531,18897,14779,-1.45560560837349,-1.56557713468286
10532,11420,4340,-1.17996071894309,-0.94244242445946
10533,15084,2429,-1.38241733919838,-0.906130084677419
10534,17085,10228,-1.51671600474467,-1.51326533684211
10535,4341,8790,-0.78599208507014,-1.26065068864718
10536,13153,8865,-1.28963814586151,-1.35544475491548
10537,13974,6028,-1.17939905677159,-1.06429308920548
10538,14953,6902,-1.33791649427881,-1.19314820794082
10539,12322,6688,-1.19052792626569,-1.14398753742507
1054,24322,1973,-1.40713026518325,-0.768005003586957
10540,21822,7112,-1.49792617565287,-1.23758437736234
10541,21826,5103,-1.48020676650984,-1.02028564780436
10542,6116,11566,-1.00103005048251,-1.45735604945726
10543,26446,12510,-1.35252967487149,-1.26330841535088
10544,14750,3904,-1.27324869591952,-0.971152594660336
10545,15308,7419,-1.16418087160097,-1.14626400490847
10546,10895,8080,-1.25280668695828,-1.35175887303995
10547,1458,8553,-0.658014633100233,-1.10059598712817
10548,14752,10112,-1.00073229186946,-1.09116191066982
10549,14623,8339,-1.12748427518936,-1.08436275314189
1055,11514,4617,-1.08419181226239,-0.910344032864184
10550,20133,5972,-1.5237954157051,-1.15250546402606
10551,8854,6161,-1.06136912795916,-1.09908442363263
10552,1355,4097,-0.736942687537689,-1.02241345043605
10553,14256,4760,-1.28514770600806,-1.05665153713883
10554,11285,8521,-1.13629738469562,-1.22967847217715
10555,15920,7401,-1.38856760034178,-1.25983519882034
10556,11144,15707,-1.21072790023577,-1.5781533462888
10557,21889,4836,-1.27482121691392,-0.888870926118026
10558,4871,3557,-0.833215483722763,-0.889336018262491
10559,10626,11150,-1.16736442889914,-1.4049047254386
1056,20829,13857,-1.46401139655685,-1.4855040945749
10560,17709,6815,-1.28755324043426,-1.09620938546811
10561,15552,1951,-1.32487347749495,-0.811045361243414
10562,3585,11061,-0.850748859134889,-1.47600394911805
10563,7434,9176,-0.946164320370055,-1.21306840315291
10564,13885,924,-1.36405166402682,-0.819295519838057
10565,5740,7783,-0.890668748303249,-1.18601170200272
10566,11224,6900,-1.27823507920228,-1.26193775959727
10567,22151,6809,-1.38835551590361,-1.14573394247619
10568,23040,4910,-1.44034735399759,-1.06592270344828
10569,35064,10403,-1.37983823080321,-1.13636456511141
1057,8601,4889,-0.670629218059884,-0.710114990448523
10570,8842,9605,-1.13497482922218,-1.4516316567139
10571,29625,7149,-1.45771880984681,-1.09518640879263
10572,16350,7344,-1.24286754874799,-0.982624438469388
10573,24078,5117,-1.59422885689032,-1.15278227654351
10574,15513,2005,-1.31908458544462,-0.822820555772358
10575,28794,19275,-1.49763346097992,-1.57908700310391
10576,7210,12004,-0.993643873698806,-1.4324148465088
10577,24005,14779,-1.55340093571716,-1.51632141794872
10578,23224,2099,-1.35063876500809,-0.747615386618625
10579,20822,2308,-1.5211654172079,-0.887324690556088
1058,6477,10780,-0.910947802000876,-1.32466431043949
10580,13717,8610,-1.22288011943076,-1.28630513932972
10581,15610,8540,-1.19766292967203,-1.04954045576845
10582,19907,15172,-1.43911244557074,-1.59124735446516
10583,18544,5071,-1.52882450630181,-1.13181244071279
10584,21671,11253,-1.48960145793491,-1.43748859605938
10585,12812,2901,-1.18564769676948,-0.881019355090766
10586,3352,16544,-0.738985682820831,-1.50984560108328
10587,8897,6141,-1.0912408158314,-1.20328665074125
10588,13164,6833,-1.31897602344772,-1.27708708847458
10589,23469,6694,-1.49822255991968,-1.16338996354949
1059,7396,5110,-0.797820491308411,-0.814546825746165
10590,9769,15918,-1.11911391578926,-1.57357964695682
10591,22194,3157,-1.26909060971273,-0.733544841929952
10592,5005,1920,-0.797933188946396,-0.75274306412594
10593,21284,7655,-1.43227521919679,-1.22503949059702
10594,6907,15378,-0.894229020382392,-1.50856807212019
10595,5163,4778,-0.636354543971895,-0.742238357792572
10596,1454,14077,-0.872393120921986,-1.55349974030055
10597,15052,11538,-1.28885064814889,-1.38635838696826
10598,13495,18509,-1.21712646842594,-1.61374601835358
10599,9198,13558,-1.09636214457571,-1.46010002228899
106,8025,10655,-1.11978807623485,-1.48428485040486
1060,23941,6727,-1.46403275012048,-1.14826980899796
10600,14082,5549,-1.26717695735507,-1.11148443447772
10601,30090,1916,-1.53763832936694,-0.849451118722787
10602,1911,13298,-0.828874366027837,-1.56420682348093
10603,11342,1497,-0.991086740373257,-0.773971380861244
10604,5989,7885,-0.953737552802491,-1.2213504332964
10605,4081,9984,-0.84339893167088,-1.41250576207573
10606,13775,1269,-1.1919003309125,-0.738979363962804
10607,2160,13699,-0.767896653005465,-1.5143073077551
10608,21673,11253,-1.08694128231727,-1.11372304004929
10609,13455,9550,-1.20267706926957,-1.29906369986477
1061,19899,12638,-1.30131136717959,-1.34809191319163
10610,11698,13062,-1.21735592930741,-1.54284877935223
10611,2803,4001,-0.79206842117787,-0.968860141163131
10612,1601,17877,-0.860790483915625,-1.39775338673706
10613,18024,13872,-1.10687595291114,-1.11302578417679
10614,9146,14572,-1.12516157319502,-1.59287517130317
10615,16197,5928,-1.36848731953301,-1.1070308228298
10616,8606,5922,-0.93611910984455,-1.01547335260631
10617,6899,12659,-1.03597652036451,-1.48060537128378
10618,24262,10201,-1.30096884450602,-1.07558074855601
10619,13163,7801,-1.2703361484895,-1.25124743590663
1062,9184,11315,-1.13096820662235,-1.46901557266216
10620,10681,13448,-1.0481955063104,-1.3414043817139
10621,13583,8205,-1.27513446929875,-1.29965065315682
10622,7328,6942,-1.02391031855091,-1.24348504244898
10623,20586,8834,-1.37378724305221,-1.27673714555027
10624,13619,11446,-1.26185156780282,-1.45330005917679
10625,9888,10864,-1.0012557510509,-1.19869644141892
10626,19944,6738,-1.19449140807553,-0.940961772818057
10627,16247,12340,-1.21601026899356,-1.39168783852901
10628,15206,4799,-1.18258390820338,-0.936616549916025
10629,1211,7012,-0.758877818951613,-1.23093911154381
1063,22297,2941,-1.46973683811268,-0.853649511816609
10630,19588,6394,-1.41676693918876,-1.1168150418157
10631,8888,6371,-1.01754362078099,-1.1512763147619
10632,7516,10907,-1.04305752429183,-1.43358608532792
10633,28598,7746,-1.61145154631177,-1.25424859986413
10634,13918,8273,-1.11633339576845,-1.17844194016926
10635,17260,15772,-1.35528385496386,-1.52570828708502
10636,7786,6789,-0.98883840324222,-1.13515451634812
10637,14720,845,-1.34164489316368,-0.875294348907104
10638,7018,6253,-1.05154098440764,-1.20656295888359
10639,6374,9545,-1.00360836485777,-1.40293723787551
1064,23947,16040,-1.25672813548193,-1.42431587894737
10640,19409,6450,-1.26013618182476,-0.938952692843472
10641,27466,8587,-1.0791826384257,-0.918980602710794
10642,4398,2961,-0.912348166955051,-0.944106789476562
10643,6386,11719,-0.992585981419611,-1.42883544469953
10644,19435,12491,-1.39371917937324,-1.47158267213225
10645,7782,8211,-1.0211830009574,-1.29968396368707
10646,6478,16258,-0.963303666770463,-1.56111594542934
10647,8691,15287,-1.07215847524761,-1.58752726320054
10648,5375,10051,-0.939062147116279,-1.36150410558108
10649,13873,5601,-1.29995402398144,-1.16246016814098
1065,12787,6027,-1.06368376094469,-1.01149236162791
10650,21373,2512,-1.35516667921869,-0.83204216706953
10651,25669,13768,-1.55167510056225,-1.50151493866397
10652,10787,16221,-1.0879705337896,-1.53850484814315
10653,12383,2799,-1.3101983884684,-0.946106472461161
10654,10377,8097,-1.0623746214373,-1.18876308723087
10655,18226,7716,-1.2440009254103,-1.0203586437483
10656,23452,12850,-1.6023387520691,-1.59495789790823
10657,24867,5382,-1.63100419264174,-1.11958175873347
10658,22110,8578,-1.09771938079799,-1.01864544713514
10659,14813,9337,-1.12950281213596,-1.20470196236487
1066,11770,1665,-1.28823220599837,-0.842792352912621
10660,23454,6388,-1.1305591726356,-0.939288282648186
10661,17831,14855,-1.27014855506466,-1.48260852846829
10662,6451,11795,-0.98773119376272,-1.46465361859364
10663,11396,3901,-1.26050328922204,-1.03813878054269
10664,24743,9561,-1.53126494269076,-1.31196934226874
10665,18718,6422,-1.52934398314562,-1.23182467665078
10666,19801,14940,-1.49620524989956,-1.62778077408907
10667,27044,13242,-1.6443554089996,-1.55212746043214
10668,29477,14946,-1.34873982685818,-1.32701089561404
10669,10166,1484,-1.1516154217541,-0.804614473847926
1067,15744,6277,-1.39191462925704,-1.15643103132282
10670,10222,6956,-1.08003716306339,-1.21281348040136
10671,12126,15722,-1.26024354625405,-1.6283841754386
10672,3815,16191,-0.827273273715258,-1.56048847168022
10673,19854,3013,-1.48375586113572,-0.919537195756678
10674,5300,9748,-0.919136756592386,-1.35611522811653
10675,19541,5052,-1.54615532358377,-1.14560666764996
10676,4543,9701,-0.759839192122712,-1.20346083631017
10677,14960,2370,-1.36784969633279,-0.866531464420485
10678,18442,4540,-1.42746798336957,-1.04111228156947
10679,28150,11155,-1.54727700449799,-1.37427964674089
1068,8034,10857,-0.966621396645543,-1.33152163616205
10680,5482,16156,-0.849531003059596,-1.47476648347738
10681,4508,12796,-0.840397719136113,-1.45820199236486
10682,16175,8901,-1.28747832770716,-1.31591635721056
10683,4195,13825,-0.927159944809322,-1.66666790939824
10684,1404,3603,-0.633997689506292,-0.745839647028636
10685,8790,16464,-1.11999373604359,-1.6782563677027
10686,9788,9028,-1.09673292190924,-1.23229306844993
10687,17452,9491,-1.44259374340562,-1.40949628403509
10688,8569,13318,-1.00247369658892,-1.34523644989872
10689,9109,10857,-0.926362537458609,-1.1775921012027
1069,20899,3683,-1.3632289150503,-0.871144455934065
10690,13807,5592,-1.3125376776582,-1.10634360692042
10691,8781,8264,-1.05108280530066,-1.18820343496206
10692,5672,12800,-0.913492930045662,-1.47623911558485
10693,2834,10444,-0.794146531606557,-1.46541556494214
10694,17094,3142,-1.41368248783729,-0.927311178112609
10695,14564,14278,-1.23023612334003,-1.37624424358974
10696,24392,6389,-1.5112393972961,-1.15977546022618
10697,7624,6360,-1.01644929146997,-1.10403514077657
10698,22378,3267,-1.62097879819059,-0.9781350691397
10699,21841,9846,-1.53952536572921,-1.41384822109459
107,12019,8647,-1.17759180262839,-1.26094651255233
1070,18929,1526,-1.57614202406958,-0.909783077284946
10700,12364,7516,-1.24380077609223,-1.26058645253741
10701,23954,11879,-1.49968669656627,-1.44412174615385
10702,16578,11040,-1.42613589034996,-1.46624012253711
10703,24284,8327,-1.49269663366412,-1.22551459517335
10704,24577,13553,-1.55759815276818,-1.51970385620783
10705,12295,1594,-1.21888217996315,-0.766279447229358
10706,6891,10167,-1.03616860947277,-1.46765798209459
1071,2787,11843,-0.75183103234281,-1.38279334456714
1072,4153,705,-0.830664330479961,-0.667331930824373
1073,17869,15838,-1.18276956086415,-1.40403201739541
1074,27550,6375,-1.43151662424839,-1.13571830907534
1075,19860,1735,-1.54664446065508,-0.856654576231527
1076,8937,10989,-1.14624000539447,-1.48043839736842
1077,6467,13949,-0.843865880634082,-1.34582332696417
1078,21147,14508,-1.43003715785542,-1.53546110573549
1079,8993,11599,-1.10837160416838,-1.50349329743417
108,22904,14578,-1.51986168933735,-1.56642691106613
1080,15167,5376,-1.10844998853194,-0.859089337916036
1081,3511,3017,-0.70621265301797,-0.84426551096302
1082,13172,7933,-1.07729059505147,-1.03636933035932
1083,4559,11908,-0.96079582925779,-1.62556845067568
1084,35636,1828,-1.42379703489082,-0.765190778004073
1085,17593,2976,-1.28571550871452,-0.831982755350163
1086,18151,7632,-1.40345460961771,-1.26173016867797
1087,22903,10874,-1.28270987021695,-1.23298886433491
1088,11273,13196,-1.18498880301378,-1.50869068926401
1089,10197,7403,-1.15871813735318,-1.25818460443843
109,22467,6506,-1.35950833566894,-0.997530563777472
1090,9226,1990,-0.748897617171298,-0.675743853333333
1091,6007,16035,-0.796284411882674,-1.42997503565541
1092,6784,11080,-0.902516206474946,-1.31067605546253
1093,3061,3213,-0.70348438152523,-0.824284696926571
1094,4492,1462,-0.924728125509908,-0.786962247670639
1095,2661,5715,-0.756343279194674,-1.10288573462604
1096,31715,2085,-1.19370281001613,-0.578589809040736
1097,19068,4081,-1.41027907940514,-0.987470732776163
1098,9520,8559,-1.1219063091858,-1.30020690408163
1099,17468,6355,-1.48058648013677,-1.2092149998768
11,23517,10362,-1.47029603058233,-1.35141064718623
110,14286,6003,-1.14179641529767,-1.05169576091775
1100,11994,5706,-1.17016959548948,-1.09386847017956
11001,1387,15558,-0.940824124486607,-1.556084734629
11002,6453,8071,-0.929054349499129,-1.25263504546133
11003,18727,5431,-1.17917656825553,-0.883807438013986
11004,17944,7837,-1.48055260052251,-1.31030276980339
11005,7716,5581,-0.970800066901646,-1.06631127808702
11006,2739,11064,-0.784931478016304,-1.39392634912305
11007,26867,8333,1.18218090535787,0.156590565632102
11008,22640,7428,-1.53103559939759,-1.26385390616531
11009,21823,9782,-1.48424638319936,-1.40104534766734
1101,13088,5426,-1.2001572801736,-1.05624934022331
11010,15341,4949,-1.30609444408706,-1.08567528211189
